Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,QC,QC,QC,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
439.2598__59.9,5437452.54371,5119127.40438,4183304.23514,4060925.44886,4122929.2097,5213761.56954,0,0,0,2911980.20239,3565324.36544,3166102.18464,3456134.78224,3519014.42634,181219.57533
439.3019__105.3,909426.58783,1343587.56187,824798.90274,1276602.24925,835323.23175,974263.26569,546596.58054,527809.02194,463273.59973,1104614.09108,1346718.21243,2278047.7557,2036047.49597,1807616.46143,2045763.06988
439.7545__124.46,886710.04966,2458911.38195,3572301.47336,2238194.54414,2352666.21396,2411758.6713,0,0,0,3289606.19269,2619042.65154,1616568.889,3591364.92024,4629661.60046,4255058.80159
439.7618__59.93,2243573.86178,2199352.16094,1807732.8419,1859534.89401,1865542.19502,2258585.29901,0,0,0,1284031.92211,1391149.26108,1513940.6931,1263027.54939,1549195.72176,1683247.41501
440.1493__149.26,0,0,0,0,0,0,20112954.32659,20866642.26652,19570955.67196,0,0,0,0,0,0
440.2387__72.66,95110.36659,259087.78847,0,0,0,0,0,0,0,418948.59646,434163.45477,554760.20644,458807.02487,328735.73091,223415.67539
440.3143__110.38,297158.63186,540664.03723,0,266345.95318,257173.73629,307254.12507,144048.31125,68924.09723,122612.23748,555838.44125,379991.25283,903474.6395,692276.08851,1034629.83049,726571.12614
440.323__24.08,558376.5127,523474.37294,331940.71123,759612.69212,422494.69773,792694.7107,137708.23763,0,132858.12362,978920.67319,1032297.36386,1402012.15465,909163.76327,1145739.43516,1200746.17677
440.6412__72.99,349805.45491,0,0,0,257189.73862,0,6834686.48421,6547242.38759,6675369.65801,1020574.20562,0,0,0,0,0
440.653__148.99,0,0,0,0,0,0,24183576.4775,35330633.07442,35390448.34632,0,0,0,0,0,0
440.7262__65.08,101462044.21027,93747620.55957,80103875.08207,84416503.5567,92859816.40288,72645048.24826,102087266.4429,105991520.8156,100574574.14868,108569117.01326,101855420.58987,111156291.1145,107593285.32038,123688712.54221,124628199.99677
440.7625__125.26,738659.56403,1350077.51944,2283817.58724,1427248.05904,1793535.52235,1837882.25815,0,0,0,2434990.64978,520610.18744,660472.72588,2419104.71752,2459235.22402,1875033.56266
440.8702__113.11,15158897.25251,13888366.72114,13461921.1124,14255877.19683,13297348.42032,13449652.28376,8398787.80094,10131300.64821,10832388.32431,7975459.68134,6517905.74316,6418164.37741,5201298.72372,12583713.44684,10387667.78023
441.1548__149.35,0,0,0,0,0,0,8026108.60158,12513466.59265,12991485.97145,0,792882.38698,0,0,0,0
441.2571__96.82,1764590.43662,1867320.78464,1440600.99016,1582428.20979,1541530.73655,2008829.81147,0,0,0,839120.96119,1455228.28784,907187.6833,679546.64327,606192.08221,827412.31157
441.7589__96.62,731348.93221,848936.14559,557226.29094,638290.1172,651872.45743,750961.75646,0,0,0,246093.24953,622839.30256,306832.04477,155981.9649,128264.47764,207247.50673
442.2442__24.81,8107.27728,25775.39528,37616.74262,0,6507.95144,72363.10568,0,3397.22875,3600.88044,345600.71499,388991.31614,229744.41803,304151.34169,448217.92447,163245.22377
442.6501__73.12,261079.13768,64580.59977,190479.92975,26479.23569,174546.05395,39173.04915,2066361.74961,2014192.51077,2270258.86792,904144.60769,513641.94146,683876.42087,381313.66136,359986.6798,663735.40891
442.7232__65.08,79347112.91544,73983090.02572,63004632.10991,66984051.9288,73129063.74093,58182074.34059,79147594.42598,84259694.20748,78613670.21447,86356713.29029,80540279.94335,88042426.1918,84730856.22051,98395165.83227,100378546.35417
442.7417__127.49,3668219.41978,6059086.54334,10031525.74308,6953147.66703,6351624.61216,5153094.71344,0,0,0,6326037.94539,6319592.80385,2261364.89642,4838502.37987,7123811.49577,7341723.41031
442.8046__73.48,0,0,0,0,0,0,181873.09966,135227.17207,143785.60257,213665.80424,109654.46642,122185.41627,155413.72864,158524.79348,108025.91593
442.8468__104.74,0,34753.02298,0,0,0,0,2332145.60002,1363236.83423,924884.96719,189927.94037,0,548232.08043,14735.43857,78393.08985,610872.08189
443.0635__168.69,0,0,0,0,14816.47542,0,0,0,0,451441.91116,522099.6613,1014902.50444,503420.53006,184232.736,553044.33956
443.7494__127.99,3033905.75318,5782616.4985,5794504.00215,6896622.12332,6266345.69752,5162329.98826,0,0,0,4548256.58623,2693938.14934,1251220.38556,3170083.65392,5314647.77766,3512326.07211
444.2512__128.22,1120730.1517,3417098.2825,2753990.15893,3262138.28858,2347786.18811,2358695.92223,0,0,0,2109127.83035,1884730.37392,309957.15232,1323772.67583,1104095.82814,992788.81555
444.3178__41.03,3973.47936,2451.55469,15657.58375,0,0,108766.37519,0,0,0,627254.08753,1139155.32014,746104.60376,654969.03589,675913.97647,700744.53652
444.6239__74.9,0,0,0,0,0,0,329134.50761,270867.52216,92797.45637,0,0,0,0,0,0
444.6747__70.82,2714251.11743,2659862.18603,1865547.38793,2184727.35251,2448225.74334,1485105.55934,6639513.58859,7046654.01819,6763947.11127,5892656.88936,5042217.94634,5295898.22288,5388126.46585,6514352.51667,7394670.57346
444.72__65.14,32441296.78462,30145368.22556,27090574.15558,28133281.12639,31113069.79939,25077331.73388,32939171.34894,34045914.68277,32154776.80634,35180599.95708,33664814.02768,36391431.96164,34715809.70667,41348397.08468,42517539.3664
444.8347__60.28,0,0,0,0,0,0,890268.05047,334415.13191,309424.11094,48647.8572,38448.47985,63980.36045,59137.16379,61898.13482,144905.42609
444.9226__118.98,0,0,0,0,0,0,1324529.44292,1033531.14952,704523.87256,1125362.04885,0,0,2011168.07867,0,0
445.0611__95.32,0,8904.4781,8242.36273,0,22857.94044,0,1817912.92309,517726.93573,1402679.16733,743943.15149,689004.11872,1180228.62079,513100.42991,1245535.23169,1671921.40423
445.3212__40.81,0,0,0,0,0,0,0,0,0,65796.71325,150667.80716,65036.56905,62711.28607,43022.00392,53721.21406
445.6745__145.85,0,0,0,0,0,0,6727687.48058,5437816.88328,2343088.0891,0,0,0,0,0,0
445.7361__129.18,341375.13832,929946.94118,1815642.20632,613290.2953,137224.93107,1183052.07091,0,0,0,1504505.21793,2432460.76747,1058265.71425,1978115.42646,1546929.38033,1142402.72166
445.8636__24.18,37837.3125,707025.56888,385600.72479,1014630.95319,391365.48174,1194628.54055,0,0,0,12868.71639,296380.28679,0,0,0,0
446.1759__144.68,0,0,0,0,0,0,3320559.78935,3040852.86518,1463293.06723,0,0,0,0,0,0
446.2681__58.3,1483760.69351,1071198.07304,590951.40339,677681.87704,1011681.09462,878273.65118,0,0,0,748601.38584,724469.67248,917495.26135,584620.3814,1048747.0532,1177264.14493
446.6719__71,5862908.96784,6019937.46794,4747479.48311,5358891.06431,5653111.93615,3964232.85752,14470856.94189,16237381.69022,15522020.63687,12622877.94272,11451293.09543,12302591.78373,12115011.59882,15983982.03943,17554674.22623
446.6825__145.06,0,0,0,0,0,0,12546576.3235,12162342.96764,7388385.5515,0,0,0,0,0,0
446.7176__65.36,7804910.13298,7320642.68939,6115825.86586,6741138.99342,6864947.55,5976306.62525,7773223.46445,8384622.64911,8028948.71801,8887903.96566,8046439.84546,5274163.70461,8400651.54362,9332278.74189,9705019.68929
446.7441__124.65,1026865.8627,1555831.10226,3582174.81249,2143735.07322,513754.86105,2654888.80527,0,0,0,3270567.52585,3953984.98695,2851350.95719,5075189.06659,7161824.45896,4783329.12306
446.7698__58.28,700545.4435,585029.94879,134848.37328,270575.99876,367066.8493,330153.32654,1026845.62522,0,672977.18956,364720.60201,326779.49011,419636.07536,229088.43708,388247.61579,485791.73053
446.8887__99.73,123848.02846,356142.03278,137979.98042,0,21335.9008,144935.25722,2290183.08137,1897713.38289,1924900.55673,224106.66129,284144.11808,116295.05702,177420.33251,599391.65387,373138.08555
446.8887__74.21,53952.48425,108768.44646,33447.29726,0,25905.21036,14872.06908,33969.22861,42772.30413,47783.93764,337456.97808,348033.91684,429243.84508,534867.69806,404092.99045,251586.52139
446.8887__116.8,13707187.06904,15558842.32714,11262007.72368,11986377.13659,14039647.50786,12312460.71456,13705262.34695,12505834.8066,12371176.93178,2611757.37989,2432080.2288,2224982.76428,1373801.15618,3907001.63255,4848002.26444
447.1843__145.21,0,0,0,0,0,0,4685454.90005,4393071.59469,2906202.40469,0,0,0,0,0,0
447.2454__125.16,189678.39671,695150.6765,1394860.28809,822807.71217,575668.88171,974059.29928,4659539.25915,0,3816076.55652,1695919.46197,1954612.44174,1437696.07032,2855478.31991,3522405.00808,2671069.37372
447.2578__83.48,1912254.98294,1748322.05608,1444802.6426,1541976.53159,1461220.86209,1624926.47728,829005.31217,0,0,1534751.85462,2073480.58051,1853211.65763,1586350.17907,1883100.12455,2335883.93398
447.348__24.22,318070.571,379580.51655,227166.74175,635996.2065,344943.23311,600700.10995,300421.80342,296200.02679,224824.42007,797424.11035,587348.3276,1088552.55515,572784.13542,549968.95817,1013366.70749
447.7521__125.42,806918.41907,2134104.92709,3357532.31171,1763378.00643,1675316.27925,2041115.63173,0,0,0,2277732.93896,2520603.02769,1081500.84131,2664702.26725,4102464.53566,2629976.57305
447.7594__83.4,875536.81016,630683.6964,470696.85579,430819.1679,552992.6333,581968.64109,0,0,0,521140.74312,742193.25295,626846.46768,494982.54926,548584.20284,605987.08977
447.892__116.81,750042.09217,955010.40081,674137.3403,602473.41467,850378.12154,799242.83939,819978.95009,735614.11514,722886.31294,149844.83161,121263.44547,66954.37401,28578.15649,134064.37817,236975.4139
448.0166__113.41,7148050.93206,7761296.8144,6708272.56302,7638488.18032,8783636.65441,5138310.24153,6532595.23242,5313382.54401,5152637.3763,3427425.06484,4058864.39087,4771466.95665,5913580.2151,3392351.46922,6967267.89767
448.3426__91.39,344091.97122,412377.08921,199659.43831,293445.48031,485518.03881,936239.72616,60462.00416,61395.0167,226796.47004,496864.6179,561128.59524,1816678.62378,520791.62822,441176.40124,773213.8685
448.6688__71.11,5889544.66784,6200238.50323,4490032.56961,5141753.39292,5453894.63056,3721931.42959,15758333.03572,16127990.61069,16106066.4585,12623643.59398,12177954.71526,12786198.72046,12495293.92029,15213999.69247,17877338.9883
448.7531__136.37,832663.86512,326718.4281,154105.27951,98469.88977,415719.47348,257542.17614,0,0,0,474536.10192,387955.22486,824828.64142,297974.21197,735354.15273,859899.48432
448.7581__61.07,1491544.24756,414226.55382,389415.04206,0,0,983980.1655,2656232.28772,2282261.48344,2601418.10891,2377547.69257,2482051.29834,497992.87785,2303293.58919,3427291.53702,2903947.84571
448.7581__68.27,7320477.9885,6838599.68425,6109302.81866,6747226.30449,6967177.4323,5897731.5047,5588626.85381,5272123.26892,4594752.27997,6087218.12959,5264523.50021,6672422.96522,6358691.89695,6103913.07468,10327852.11686
448.7596__124.65,750554.23544,2074006.74627,3196309.8049,1689240.39995,1982656.95287,1601555.77001,0,0,0,2078318.26451,1410433.88446,892655.57734,1730171.9789,3145646.81254,2972842.76307
448.887__116.86,682810.06359,762769.75605,618113.75916,453068.49563,703041.03496,588884.47585,819984.91433,675796.1718,670862.60803,28751.5825,36937.85198,0,58724.09082,125546.79358,194711.21548
449.0198__113.3,563891.14663,633754.34419,555080.24353,655414.82603,718535.10553,378484.3598,537749.16495,485182.02738,404120.48339,196452.06105,405621.3635,427000.1503,469687.22137,206871.10434,558274.42007
449.9174__117.26,0,38350.77845,0,0,0,0,702818.42537,837838.45338,813364.54584,106052.5464,80786.69598,227028.23275,57493.63989,0,48461.37546
449.975__116.74,39838.9844,215410.94835,167119.83357,12429.95536,62505.95937,67354.59631,387699.48111,349139.24221,347001.47249,224899.91662,225066.11248,308682.31155,0,94359.38534,363701.83119
450.3225__24.2,1964169.91586,96514.25213,0,12778.74627,0,4442.73182,2549872.5181,171609.47842,147069.41816,1604546.22975,1129395.51249,2533639.2557,1220441.1783,36298.51963,359210.56758
450.6661__71,3362936.90278,3519572.34326,2509184.56716,2737276.02128,3159852.08766,1932445.08274,8240881.72736,9162637.85636,8541688.56783,6958428.13575,6489220.95877,6635023.69223,6651109.10121,8832734.92653,9699463.16568
450.739__132.34,746935.26572,2505889.19723,3516498.74903,3033335.88909,2799707.25556,2322694.32022,0,0,0,2509427.36704,2644251.04588,725183.06801,1824141.66767,2838911.12841,2767481.65151
450.7549__68.29,11210739.11491,11055079.92998,10665475.2202,10792602.37517,11399435.22322,9727355.61191,12798906.86123,11076180.09568,7882938.80961,9958405.90188,8746004.80821,9839458.34583,9973217.98671,10100640.52138,11555402.27634
450.8186__59.64,0,0,5780.44389,0,9758.43837,0,2183242.70125,2286480.27766,2026113.18319,220809.99284,3753761.64239,3553185.59473,3763407.41178,845127.93335,4294551.69919
450.9307__119.07,0,0,0,0,0,0,1332789.07812,991584.93948,620305.70236,0,0,0,0,0,0
451.2523__76.56,2724128.54707,2181049.78387,1984694.06974,1945384.40314,2280809.95743,2496771.81796,502431.41336,492831.31665,460091.62814,1016470.69103,2002262.00291,1110282.06189,913611.28888,905609.52198,1049406.58507
451.3257__24.05,537419.48063,7872.84713,0,0,0,7675.50167,715215.47246,754883.89384,717907.68532,362562.04611,229310.44581,639654.40727,204420.17891,2857.24987,42961.30068
451.9303__110.64,489017.33763,522172.02254,390950.78247,481035.09476,418316.12686,1263788.23929,455108.54079,520894.32527,413206.41889,175114.78896,752065.32466,684045.16666,337208.20427,466499.01152,458097.87559
451.9537__87.21,0,0,0,0,0,0,482608.10845,379614.16681,252175.75717,22944.66529,0,0,28768.72233,0,0
452.149__148.64,0,0,0,0,0,0,2833422.67876,2712907.66769,3533424.90602,0,0,0,0,0,0
452.2781__108.21,603546.85485,731351.25651,540439.26414,491086.40259,625122.60156,819619.08524,149580.29938,152755.17438,132891.593,489801.35232,822164.67419,427754.91759,421719.46376,179478.83998,388847.01608
452.6524__148.73,0,0,18067.54272,0,0,0,3254990.06036,5357488.32792,6514007.52755,0,0,0,0,0,0
452.6628__70.93,994136.90067,1013912.6793,733145.07012,868959.29128,948028.84072,582318.60003,2808130.28542,3064044.38237,2745380.11756,2344401.69847,2260299.83237,2413494.0906,2330028.66324,2870855.45112,3663586.59718
452.7519__68.39,7257500.93261,6652886.63753,6522786.63472,6717728.72433,7056068.90208,6311834.66861,8168620.82575,7189031.4436,4787229.76251,5943024.18567,5872263.51539,8452224.24509,6677891.5446,6693825.31663,7336550.49306
452.8022__104.36,0,0,0,0,0,0,480554.00559,363691.94406,176967.76858,24183.71121,0,24063.24544,0,9421.25408,147914.00449
452.8164__58.73,0,0,0,0,0,0,1344170.34543,1337025.52166,1225944.59906,114679.07239,14884.536,20192.7005,35388.24375,291218.73075,220201.5317
453.0246__103.78,165222.52232,877552.90864,845782.21225,665142.46838,847612.22199,710121.1522,534178.55936,398141.79441,513258.35379,434576.53992,592666.85931,467826.7954,757775.64662,567069.82092,700760.05139
453.2109__83.75,11460.4692,0,22591.25951,0,0,0,15102212.02127,13278161.30947,12531959.22785,14353.9843,39650.97859,57010.44592,41041.9678,21035.01374,21640.33006
454.1644__145.13,0,0,0,0,0,0,4937314.46626,5570371.27112,6783342.12131,0,0,0,0,0,0
454.2655__77.58,5005051.90505,3981608.39566,3686077.73978,3685057.04683,3569778.38821,4130432.69933,3026751.76152,2580616.4885,2416525.3458,3983319.10061,4461790.24512,4082250.30282,3671703.70987,3613674.53786,230150.25701
454.2942__108.22,9127138.07972,5854390.03626,7781518.39911,8749035.21339,7066914.4084,10833320.44521,5560561.41732,5466238.20798,5621942.36336,19447960.97468,18881458.6128,11161497.02957,8094781.17646,11596240.47114,15995587.69711
454.3304__154.58,0,98435.50356,56678.46401,0,93865.84248,58017.79006,29728.39172,99686.48064,80692.62253,403594.87018,354502.68361,577116.04481,748283.07372,1138938.85187,290283.62205
454.6598__71.23,82772.58024,76014.63388,34161.64003,0,72551.30121,37911.50629,479978.60228,528303.29092,457589.3049,449139.79599,343532.77537,380407.35949,347078.47443,467554.04483,591839.54052
454.6685__145.06,0,0,0,0,0,0,5007954.70253,7591713.72631,8891320.6359,0,0,0,0,0,0
454.7045__70.7,2675577.61061,2805308.56614,2098605.92996,2180524.0105,2348106.07665,1717001.87894,3264781.86146,3329569.1333,3583768.41054,5234448.83425,4762555.20769,4845949.10726,5105593.92922,1629981.19763,6285227.58001
454.7415__128.99,1793711.74525,2666158.8793,4816723.63768,3479758.20714,2447059.46176,4001965.0202,0,0,0,6200680.81943,7568146.86831,3743483.86681,6247767.26504,6957750.86188,5656405.41186
454.7494__60.74,501114.20702,320810.12405,152534.82258,0,0,125320.21175,236314.48607,683189.5953,756398.326,580033.26796,637886.89984,639378.48282,708663.37864,1038526.47939,728740.32105
454.7676__77.03,2130979.38279,1704578.58164,1566665.08049,114421.05413,1660607.8729,1907265.11116,235653.84309,0,146791.46077,1591130.70734,2130482.7132,800880.93503,641469.3329,0,273206.8805
455.0123__137.03,0,0,0,0,0,0,19105677.27282,16379638.18658,14814698.11686,0,0,0,0,0,0
455.1702__144.8,0,0,0,0,0,0,2016287.83412,2291419.85009,3256070.9454,0,0,0,0,0,0
455.2429__128.91,571106.13877,1200132.07971,2256025.14983,1729383.37526,115338.18673,1551431.68663,0,0,0,2496903.7906,3878358.70957,1635736.25544,3022752.81551,3397817.25545,2995862.75599
455.2684__77.14,447266.01424,362576.44541,160361.79529,78408.56977,139880.54251,289762.48163,0,0,0,460160.85178,419372.41972,410978.06317,385623.57452,358343.89196,482209.05297
455.273__83.35,450444.68758,366868.80898,241085.31992,190948.62831,267954.27579,308861.97958,618328.24622,413037.18584,488501.63168,246122.24046,594912.19081,266360.0873,289052.48562,184594.22623,167929.42231
455.2975__107.96,1902766.65873,1226888.93021,1677973.47415,2061162.66639,1441603.00028,2391705.99765,1124942.70618,1157288.00188,1123513.92494,4140273.42388,4102505.21536,2421253.36679,1740566.7702,2606662.15131,3410470.33953
455.7496__128.86,1085259.7909,2169840.45781,2647926.19235,2299946.18328,2093712.08943,1940400.62829,0,0,0,2999841.97049,2564726.84606,1180130.22506,2931919.16036,4114176.44873,437957.63618
456.0201__137.96,0,0,0,0,0,0,926017.8146,4283145.22239,4031306.66905,0,0,0,0,0,0
456.2627__108.53,2412501.25582,2313129.92469,1869959.05109,1998658.43278,1944235.93647,2294950.49589,0,0,0,544816.24869,1624040.32135,945301.04684,642822.78547,754896.48473,1012706.95994
456.3178__30.04,0,15539.29367,3318.69666,0,0,0,0,0,0,1466585.49931,514564.2916,1739001.71098,1483694.6193,1556360.82037,2200766.16474
456.6015__103.47,886128.6958,978706.30186,608833.64348,822486.39355,772511.00231,898447.94976,0,0,0,180083.84735,593307.67987,406233.5677,374733.15962,368452.18613,450420.20265
456.6266__74.66,28933.10389,34767.58121,61728.14846,0,17794.33386,14949.13034,5402277.22729,5668484.54688,5617707.63775,1161318.52055,570868.20815,916404.58177,596867.6663,777900.27313,970027.37578
456.7004__71.36,5068775.31063,5860856.01923,4464692.67717,4918614.66472,5090871.53897,3701622.22907,6522854.48024,6782130.86899,7148172.02879,10278889.22746,10071716.52141,10321557.96784,10284880.84645,13082170.87907,12653942.39194
